BILL_1,BILL_2,BILL_3,BILL_4,BILL_5,BILL_6,AGE,SEX,EDUCATION,MARRIAGE,RISK
27056,27031,28317,28568,27302,28171,26,Female,Graduate School,Single,LOW
23747,23305,0,1632,141186,143916,34,Male,University,Single,HIGH
0,0,0,0,0,0,28,Female,Graduate School,Single,HIGH
39229,40747,41930,43397,44710,46143,35,Male,University,Married,HIGH
29549,28267,29708,25407,25109,23320,34,Male,Graduate School,Single,HIGH
30615,28691,30474,27468,25813,25251,50,Female,High School,Married,LOW
6269,7212,7246,8073,8349,8420,25,Female,Graduate School,Married,LOW
187972,188542,190411,190197,180392,163922,36,Female,University,Single,HIGH
326,645,586,600,485,0,42,Female,University,Married,HIGH
60188,58467,59760,60990,61960,65233,28,Female,University,Married,LOW
390,390,780,17585,18301,18663,44,Female,University,Single,LOW
203101,185384,149839,142404,120918,87005,34,Male,Graduate School,Single,LOW
72339,91045,91027,51508,51127,0,42,Male,Graduate School,Married,HIGH
172488,72050,0,0,0,0,39,Female,High School,Married,LOW
63594,56267,53550,44084,42077,37770,25,Female,Graduate School,Single,HIGH
128891,103523,86543,68972,47268,2299,33,Male,Graduate School,Single,HIGH
5171,4925,-350,-350,-350,-350,39,Female,University,Married,HIGH
17441,17696,18672,18654,19584,19390,44,Male,University,Married,LOW
157107,119402,78875,76117,75428,150130,29,Female,University,Single,HIGH
289995,269901,267494,265058,263658,256621,37,Female,High School,Single,HIGH
220439,224653,238637,232995,206167,210100,44,Female,University,Married,HIGH
35666,18116,18397,17262,24921,0,26,Male,Graduate School,Single,HIGH
19085,18491,20579,19950,21625,21129,43,Female,High School,Married,LOW
2130,3100,173,173,3435,11962,24,Male,Graduate School,Single,HIGH
2337,5335,508,9634,3822,1769,53,Female,University,Married,HIGH
2183,2000,700,0,0,0,33,Male,University,Single,HIGH
16609,16057,18089,17504,18727,18279,29,Female,University,Married,LOW
90606,93496,94196,91550,89586,88300,43,Female,High School,Married,HIGH
3924,4972,5873,5993,0,0,25,Female,Graduate School,Single,HIGH
2335,2335,0,4670,0,0,26,Female,University,Single,HIGH
27306,28312,29327,27836,28423,29813,24,Male,University,Single,HIGH
71358,70285,28867,29766,26522,27584,22,Female,Graduate School,Single,HIGH
0,0,0,0,0,150,35,Female,Graduate School,Married,HIGH
83400,80000,4990,3596,1386,4775,48,Female,Graduate School,Others,HIGH
5211,5211,6282,4140,5211,5211,25,Female,University,Single,HIGH
3679,4711,3996,6007,3260,0,26,Female,University,Married,HIGH
158843,152507,143489,146139,73718,137304,43,Male,University,Married,HIGH
6270,14412,12540,1261,2705,1261,38,Male,High School,Married,LOW
69963,64081,62582,47595,44724,44287,33,Male,University,Single,HIGH
107257,104122,104742,107626,114633,116904,27,Female,University,Single,HIGH
9507,4405,0,2776,0,0,46,Female,Others,Married,HIGH
0,0,188,0,0,0,34,Male,University,Married,HIGH
150393,48060,30490,44071,55405,63422,32,Female,University,Single,HIGH
598,2268,2268,1732,718,165,32,Female,Graduate School,Married,HIGH
56228,56861,58152,58615,54338,55915,32,Male,University,Married,HIGH
0,0,0,0,0,0,38,Female,Graduate School,Single,HIGH
48063,46565,38617,8999,8870,5876,41,Male,Graduate School,Married,LOW
0,1075,229,799,0,0,34,Female,University,Single,LOW
13560,-65,6500,0,0,0,32,Female,Graduate School,Single,HIGH
26133,28926,28167,28568,29019,30430,24,Female,University,Single,HIGH
1350,0,0,0,0,470,53,Male,University,Married,HIGH
0,0,0,0,0,150,34,Male,Graduate School,Single,HIGH
209,217,613,2339,1474,1254,40,Female,University,Married,HIGH
199669,204168,202381,172574,171795,170960,37,Male,University,Married,HIGH
71578,71896,73744,73572,73025,73087,40,Male,University,Married,HIGH
105347,66897,49287,4130,238,0,41,Male,Graduate School,Single,HIGH
10458,37907,33604,25303,17841,6980,35,Female,High School,Married,HIGH
15732,15760,18426,19200,3817,4817,29,Male,Graduate School,Single,HIGH
3967,8322,3394,6451,26370,9956,43,Male,Graduate School,Married,HIGH
1440,0,0,0,0,0,49,Male,High School,Single,HIGH
31956,30425,30615,29304,28996,28970,33,Male,University,Single,HIGH
4968,4713,2290,1764,1728,1954,39,Female,High School,Married,HIGH
0,0,3941,16405,-150,2327,29,Female,Graduate School,Single,HIGH
0,0,0,0,0,695,43,Female,University,Single,HIGH
5481,6430,4494,4771,9454,8595,34,Female,University,Married,HIGH
1994,1598,6944,7161,1534,11248,60,Male,University,Married,LOW
132110,133734,129299,131871,132168,129779,25,Female,High School,Married,HIGH
29243,31093,26401,326,324,1126,42,Female,High School,Married,HIGH
29362,29819,30582,28983,27947,26630,22,Female,Graduate School,Single,HIGH
80166,34775,34073,15676,99436,90927,27,Male,High School,Single,LOW
9845,11991,17111,19585,9756,3282,28,Male,Graduate School,Single,HIGH
13371,13480,5747,3339,9458,7231,37,Female,Graduate School,Married,HIGH
7914,4221,23907,28528,24965,5727,31,Female,Graduate School,Married,HIGH
430,430,430,430,430,430,45,Female,High School,Married,HIGH
23182,19083,19632,15252,14021,13793,28,Female,High School,Married,HIGH
390,390,390,390,740,552,23,Female,Graduate School,Single,HIGH
94257,78728,65747,67046,69938,74800,33,Male,Graduate School,Married,LOW
0,780,0,0,0,0,38,Female,University,Single,LOW
528,264,264,264,517,528,50,Female,Others,Married,HIGH
21460,23412,25331,25741,26800,28817,32,Male,University,Single,HIGH
51997,0,0,0,0,0,42,Male,Graduate School,Single,HIGH
42781,42774,41817,749,5572,10573,31,Female,University,Married,LOW
87418,93862,91505,98566,99700,97833,44,Female,Graduate School,Married,LOW
0,2062,5056,3050,3700,1900,37,Male,Graduate School,Married,LOW
1565,1733,2472,2626,989,4647,42,Male,University,Married,HIGH
0,0,0,2500,2500,0,38,Male,University,Married,LOW
112901,110089,108775,107090,104037,101337,46,Female,Graduate School,Married,HIGH
44654,45650,46320,45290,48322,49094,34,Female,University,Married,HIGH
18378,19377,20471,20638,21003,20529,42,Female,Graduate School,Married,LOW
168382,175646,180650,182672,168399,167983,31,Male,Graduate School,Single,HIGH
48264,19142,18188,18397,18161,18383,35,Male,Graduate School,Single,LOW
21054,21776,22790,23411,23882,24356,37,Female,University,Single,HIGH
1347,208,1582,3607,894,301,42,Female,Graduate School,Single,LOW
118107,121763,133107,133107,148107,148107,53,Female,University,Married,LOW
7111,5894,7670,20440,4260,15308,32,Male,University,Single,HIGH
628,314,290,5134,346,427,47,Male,Graduate School,Single,HIGH
24225,24046,24574,24348,16130,16467,42,Female,University,Married,LOW
15839,16591,16027,17160,16743,17961,51,Female,University,Married,HIGH
1246,17234,387,776,810,0,30,Male,Graduate School,Single,HIGH
46079,47232,48618,51134,50222,48874,31,Male,University,Single,LOW
63695,33283,22442,15553,5593,1350,48,Female,High School,Married,HIGH
58173,59626,55775,28187,28978,27119,31,Female,University,Single,HIGH
75538,78315,80361,82199,84782,87284,31,Male,Graduate School,Single,HIGH
130028,107808,71934,118418,118407,120418,33,Male,University,Single,HIGH
86107,83894,85037,44819,24512,25447,25,Female,Graduate School,Single,HIGH
17795,4117,1199,247,0,1896,28,Female,University,Single,HIGH
94265,53376,85787,78762,79529,80335,56,Male,High School,Married,HIGH
0,10152,9840,11671,11914,12155,49,Female,High School,Married,HIGH
92215,94085,96174,98116,99490,101412,59,Female,Graduate School,Married,HIGH
77009,92353,223085,278999,207007,66516,44,Male,University,Married,HIGH
149893,152529,152882,113347,114554,116357,31,Female,Graduate School,Married,HIGH
2806,326,676,326,326,326,34,Male,University,Single,LOW
36124,35538,34359,32450,30633,30628,36,Male,University,Single,LOW
97549,102864,98969,70352,68186,68538,56,Female,University,Single,LOW
18357,18668,19597,19589,19275,0,33,Male,University,Single,HIGH
233438,240715,246000,-150,-150,-150,46,Female,University,Married,HIGH
4921,3810,3890,2199,2209,1429,22,Male,University,Single,LOW
2277,3158,4080,5080,150,178,23,Female,High School,Single,HIGH
6121,7064,8143,8507,8869,9220,26,Male,Graduate School,Single,LOW
12218,17667,20345,39945,41352,11032,28,Female,University,Single,HIGH
4328,1518,1958,368,1613,1371,46,Female,University,Married,LOW
3260,4248,785,135,0,1006,35,Male,Graduate School,Single,HIGH
0,2976,44591,8910,0,0,50,Male,University,Single,HIGH
733,737,737,407,737,407,32,Female,University,Married,HIGH
24677,26963,28210,27473,29176,28242,46,Male,University,Others,LOW
312,-18,3600,-10,2022,3809,41,Female,University,Single,HIGH
13882,13342,808,18910,19306,19809,49,Female,University,Married,HIGH
11014,11092,692,1184,24119,24027,25,Male,University,Single,HIGH
1473,1473,1473,1473,1473,1473,35,Female,University,Married,LOW
45069,43310,40275,37800,37323,34396,26,Female,University,Single,HIGH
88210,86473,86353,84327,82469,82491,34,Female,University,Married,HIGH
3060,60248,53157,73183,69592,24629,34,Female,Graduate School,Married,HIGH
67930,64654,63389,60021,58660,59891,37,Female,High School,Others,HIGH
60502,62804,62769,62683,63663,46549,38,Male,Graduate School,Single,HIGH
780,0,390,390,390,540,23,Female,University,Married,LOW
195441,192803,304997,188504,189527,192851,35,Female,Graduate School,Married,LOW
74250,76895,79548,80280,53034,54027,27,Female,University,Single,HIGH
24724,49102,49885,25773,25544,26264,26,Male,University,Single,HIGH
182424,115115,120176,101065,64570,51521,26,Female,University,Single,HIGH
200,200,42200,42000,42000,0,37,Female,University,Married,HIGH
5556,0,0,0,0,0,38,Female,Graduate School,Married,HIGH
193392,159546,158486,160375,163444,0,56,Female,High School,Married,HIGH
3161,390,390,390,0,1280,25,Male,High School,Single,HIGH
13284,17262,81198,40049,54258,59569,33,Female,University,Single,HIGH
68646,68784,49933,51400,0,0,59,Male,High School,Married,HIGH
39192,39951,39030,43381,43771,44626,34,Female,University,Married,HIGH
0,0,0,0,0,0,37,Male,Graduate School,Married,LOW
70736,72014,72215,70779,62525,71427,28,Female,University,Single,LOW
7236,12958,0,2797,5982,8339,40,Female,University,Married,HIGH
39883,41045,41701,40699,25218,9340,35,Female,University,Married,HIGH
8814,151643,153190,147589,149291,151357,33,Male,Graduate School,Single,LOW
174971,161671,156296,156248,120518,122649,37,Female,Graduate School,Married,HIGH
43353,47682,46429,43405,42796,44171,33,Female,University,Single,HIGH
0,0,0,0,0,0,57,Male,Graduate School,Married,LOW
28598,22017,14605,15125,18048,16607,25,Female,University,Single,HIGH
26264,27536,28771,27744,28302,29725,27,Female,University,Single,LOW
6615,8494,10336,15127,19685,29275,46,Female,Graduate School,Married,LOW
1504,6007,6470,390,0,780,23,Male,University,Single,HIGH
90599,60949,62235,63499,64877,66230,41,Female,High School,Single,LOW
0,0,0,0,0,0,45,Male,University,Married,HIGH
2292,5139,8290,35024,10881,7208,55,Male,Graduate School,Married,HIGH
496,454,-42,13109,13266,13401,23,Female,Graduate School,Single,HIGH
30010,34169,38551,42922,47245,44208,37,Male,University,Married,HIGH
61367,59814,61816,65180,63979,63733,33,Female,University,Single,LOW
195156,190843,186029,181866,179272,148704,39,Female,University,Single,LOW
76620,74813,69802,69887,68023,68734,39,Female,University,Married,LOW
18487,12366,13010,12620,17945,20030,41,Female,High School,Married,LOW
9493,10531,11557,12546,9900,1000,22,Male,University,Single,HIGH
18978,20675,23329,24940,24404,27227,28,Male,University,Single,LOW
304883,301286,258122,255309,233946,235916,34,Male,High School,Single,HIGH
219884,223526,206593,275847,163157,164838,50,Female,High School,Married,HIGH
10000,10000,10970,12786,10300,10000,30,Male,University,Single,HIGH
44664,48028,46985,50484,50404,50241,51,Female,University,Married,HIGH
67722,74057,75767,77902,79505,82061,31,Female,Graduate School,Married,HIGH
2918,4204,5670,6416,7159,7904,29,Male,University,Married,HIGH
147833,148066,142163,135075,135309,135165,34,Female,University,Married,HIGH
37253,38075,32982,31857,29647,29585,22,Female,University,Single,HIGH
97448,70631,0,0,0,0,31,Male,Graduate School,Single,HIGH
49699,49446,50694,44858,19298,19514,42,Female,University,Others,HIGH
47757,26340,16532,15782,17782,9450,24,Male,University,Single,HIGH
998,998,0,499,724,390,30,Male,Graduate School,Single,HIGH
17011,15720,18443,7138,7638,5884,33,Female,University,Single,LOW
-390,-390,-390,10872,10540,2203,39,Female,Graduate School,Married,HIGH
880,880,880,880,880,1030,27,Male,Graduate School,Single,HIGH
-8,37230,10496,3614,2254,1494,25,Male,University,Married,LOW
132755,137049,137558,140455,144032,146615,27,Male,High School,Single,HIGH
3860,780,27557,28433,29477,28910,37,Female,High School,Married,HIGH
16088,24800,25098,24396,24907,25555,56,Female,High School,Married,HIGH
8846,8560,9706,10406,10109,10057,22,Female,High School,Single,HIGH
220588,218136,177720,131874,118918,110338,27,Female,University,Single,HIGH
195507,182942,176158,159556,162943,156612,55,Male,High School,Single,HIGH
0,1732,828,0,497,1809,28,Female,University,Single,HIGH
390,780,0,0,371,18239,24,Male,Graduate School,Single,LOW
127524,127839,128380,97713,96245,95779,42,Female,High School,Married,HIGH
4731,6642,11508,16953,17310,18466,23,Female,University,Single,HIGH
50444,49654,49921,50512,20071,20277,43,Male,High School,Married,HIGH
48432,52650,53099,51648,55409,54366,24,Female,Graduate School,Single,HIGH
44036,35498,33043,25556,24389,25436,34,Male,High School,Single,HIGH
7186,9063,10909,10440,10803,11330,48,Male,University,Single,LOW
38395,39943,20650,0,0,0,39,Male,Graduate School,Single,HIGH
214361,218626,223329,227820,227154,231935,33,Female,Graduate School,Married,HIGH
4491,5906,7298,8515,9869,11196,26,Male,University,Single,HIGH
3955,5269,1986,1611,316,1608,50,Female,Graduate School,Married,HIGH
2444,1301,3207,3284,1111,8349,36,Female,Graduate School,Married,HIGH
10839,16665,13039,9439,11378,13046,41,Female,Graduate School,Married,HIGH
389,376,467,78,399,10,51,Male,High School,Married,LOW
49328,44045,42373,37088,75672,31645,40,Female,High School,Married,HIGH
23741,26021,24419,23541,10576,6985,32,Female,High School,Single,LOW
109464,106613,107700,103736,101414,100157,43,Female,University,Single,HIGH
41986,31059,23283,11523,23516,1600,40,Male,High School,Married,HIGH
9317,18576,18219,17095,19748,18722,25,Female,Graduate School,Single,LOW
90874,79901,82451,83201,77081,74441,28,Female,Graduate School,Single,HIGH
66738,68601,65615,66429,67858,69723,25,Female,Graduate School,Single,LOW
3440,6140,5812,13955,22687,15621,23,Female,University,Single,HIGH
18321,18446,18285,18235,16259,10640,51,Male,University,Married,HIGH
3964,1690,3780,1468,1468,1644,57,Female,High School,Married,HIGH
390,5104,10318,5775,14441,780,44,Female,University,Married,LOW
509,511,4451,4104,8993,5382,27,Female,University,Single,LOW
1626,1443,1443,1443,9629,1773,43,Female,Graduate School,Married,HIGH
1761,2560,0,0,0,0,39,Male,Graduate School,Married,HIGH
37287,36412,37280,35321,36099,36724,25,Female,Graduate School,Single,HIGH
230931,235635,197003,198808,187425,177340,44,Female,Graduate School,Married,HIGH
258257,247282,197247,188044,210940,201108,31,Female,Graduate School,Single,HIGH
6526,779,8927,8660,692,0,31,Female,University,Married,HIGH
75953,81055,81587,78103,78335,78678,31,Female,University,Single,HIGH
157231,153171,148994,80196,74328,66806,64,Female,Graduate School,Single,HIGH
-10,-10,3362,-3,998,937,24,Female,University,Single,HIGH
3,34361,44804,44800,43576,44315,23,Female,University,Single,HIGH
111053,112269,76726,72487,74108,67036,30,Male,High School,Single,HIGH
68540,64645,66460,46988,43530,44804,29,Male,University,Married,HIGH
3206,4093,5514,5277,5791,5550,23,Male,Graduate School,Single,LOW
22914,23953,23275,24584,24051,26654,32,Female,University,Married,HIGH
13234,0,6000,15866,4168,2067,27,Female,Graduate School,Single,HIGH
3116,1058,390,1726,390,2240,48,Female,University,Single,HIGH
212968,312960,373419,232919,228387,235187,34,Male,Graduate School,Married,HIGH
0,0,0,0,0,0,23,Male,High School,Single,HIGH
1300,628,4050,3050,1243,865,23,Female,Graduate School,Single,HIGH
-133,611,19640,13242,1782,3106,33,Female,University,Single,HIGH
44742,45737,46814,47978,48733,50241,24,Female,High School,Married,HIGH
6656,6722,8605,28405,-105,3895,31,Female,Graduate School,Married,HIGH
4750,0,0,2827,0,0,40,Male,Graduate School,Married,LOW
70825,17236,8680,113233,5907,0,41,Male,Graduate School,Married,HIGH
59077,55607,54882,53894,52382,53947,29,Female,High School,Married,LOW
20606,18750,0,31288,27335,30626,38,Female,University,Married,HIGH
121508,99470,83330,57609,59526,31515,32,Female,University,Single,HIGH
0,843,0,0,0,1880,31,Female,Graduate School,Single,HIGH
1890,533,267,0,0,0,35,Female,Graduate School,Single,HIGH
5723,3386,8964,2241,2241,2241,52,Female,University,Married,HIGH
38808,39879,40589,41551,42420,43105,34,Male,High School,Married,HIGH
740,740,10860,10120,7050,740,47,Female,Graduate School,Married,HIGH
192132,148842,177842,120027,97256,108213,30,Male,Graduate School,Single,HIGH
